aX,aY,aZ,gX,gY,gZ
-0.406,0.246,1.116,67.627,-33.875,-52.612
-0.378,0.120,1.080,71.106,-31.555,-55.847
-0.367,0.008,1.109,74.280,-31.128,-55.969
-0.370,-0.065,1.213,74.707,-32.227,-53.833
-0.371,0.013,1.326,82.275,-29.785,-49.255
-0.373,0.178,1.380,91.187,-22.583,-46.387
-0.384,0.289,1.428,89.600,-15.747,-50.415
-0.387,0.231,1.466,76.599,-10.803,-60.791
-0.369,-0.009,1.503,65.552,-7.141,-72.021
-0.351,-0.184,1.517,65.552,-2.625,-75.500
-0.331,-0.133,1.497,73.120,4.028,-69.824
-0.300,-0.111,1.424,80.261,10.986,-67.139
-0.274,-0.112,1.416,79.102,12.756,-68.542
-0.250,-0.236,1.444,74.158,12.085,-71.716
-0.235,-0.321,1.489,71.289,13.855,-72.510
-0.220,-0.333,1.502,70.190,18.616,-69.336
-0.206,-0.415,1.475,69.641,24.841,-68.665
-0.197,-0.480,1.449,66.650,29.541,-67.688
-0.185,-0.477,1.435,59.631,32.837,-64.392
-0.170,-0.502,1.460,50.781,34.973,-62.439
-0.154,-0.534,1.492,42.297,37.048,-61.584
-0.143,-0.574,1.421,37.415,43.030,-59.631
-0.144,-0.592,1.343,35.767,47.913,-56.763
-0.142,-0.552,1.380,33.691,46.326,-52.246
-0.134,-0.556,1.473,31.921,44.556,-49.927
-0.133,-0.560,1.511,31.616,47.791,-48.096
-0.120,-0.547,1.469,30.273,55.054,-45.593
-0.114,-0.649,1.369,24.963,61.584,-45.959
-0.105,-0.716,1.333,17.090,63.660,-44.617
-0.091,-0.776,1.325,11.292,63.354,-40.649
-0.083,-0.776,1.325,7.996,64.819,-35.461
-0.072,-0.708,1.339,5.859,66.956,-28.870
-0.053,-0.727,1.278,4.639,71.228,-25.391
-0.030,-0.697,1.185,2.686,75.867,-21.790
-0.002,-0.678,1.125,-1.343,76.050,-17.639
0.023,-0.739,1.109,-5.981,73.547,-16.174
0.040,-0.779,1.102,-9.033,71.838,-12.268
0.048,-0.762,1.105,-9.399,71.289,-6.653
0.055,-0.749,1.097,-8.911,71.594,-1.465
0.056,-0.695,1.090,-9.521,72.815,3.235
0.049,-0.632,1.018,-11.169,75.256,7.751
0.048,-0.621,0.953,-13.794,76.782,9.399
0.061,-0.628,0.988,-19.958,72.327,10.315

0.086,-0.708,0.900,-27.588,73.669,14.893
0.097,-0.687,0.856,-29.053,73.242,19.897
0.102,-0.679,0.829,-29.480,71.106,23.499
0.102,-0.657,0.799,-30.396,69.580,27.893
0.124,-0.631,0.774,-32.349,67.078,31.982
0.131,-0.623,0.756,-35.095,64.453,35.889
0.140,-0.546,0.772,-36.926,61.279,40.649
0.159,-0.520,0.722,-36.072,61.157,43.335
0.176,-0.458,0.683,-35.706,60.059,46.021
0.202,-0.443,0.669,-36.316,56.335,47.241
0.209,-0.473,0.676,-38.635,52.490,47.668
0.218,-0.434,0.682,-41.504,49.500,50.110
0.223,-0.423,0.616,-41.809,49.377,52.429
0.213,-0.361,0.567,-42.358,47.913,54.993
0.212,-0.287,0.576,-44.617,42.542,57.190
0.198,-0.323,0.580,-47.485,38.452,55.786
0.185,-0.339,0.593,-50.598,35.522,55.603
0.164,-0.356,0.610,-53.406,32.593,56.702
0.147,-0.339,0.584,-54.443,32.166,58.350
0.139,-0.300,0.541,-55.176,32.227,60.791
0.140,-0.299,0.522,-57.800,30.090,61.523
0.141,-0.292,0.520,-60.364,27.283,62.561
0.139,-0.278,0.493,-60.303,26.062,64.819
0.139,-0.224,0.476,-59.326,24.353,67.749
0.148,-0.155,0.469,-57.251,21.912,70.374
0.148,-0.125,0.444,-57.373,20.020,71.350
0.144,-0.051,0.417,-57.190,18.494,73.120
0.149,0.037,0.414,-54.504,15.625,75.012
0.155,0.101,0.397,-49.316,13.916,75.317
0.152,0.161,0.360,-45.898,12.756,75.012
0.150,0.241,0.374,-43.396,9.460,74.951
0.160,0.255,0.374,-39.734,6.592,72.937
0.164,0.278,0.357,-35.217,5.432,71.106
0.159,0.285,0.324,-31.372,3.967,70.496
0.143,0.286,0.296,-28.137,2.075,69.763
0.140,0.365,0.281,-22.461,-1.099,70.984
0.139,0.416,0.235,-15.015,-3.113,71.045
0.154,0.445,0.202,-9.460,-7.080,69.763
0.158,0.446,0.200,-5.005,-13.000,68.542
0.165,0.492,0.234,2.197,-19.226,68.665
0.182,0.511,0.272,11.780,-24.719,67.932
0.188,0.552,0.281,17.822,-28.564,66.467
0.182,0.658,0.292,20.020,-31.677,65.247
0.176,0.692,0.323,15.137,-36.377,59.509
0.170,0.576,0.283,9.094,-39.490,50.354
0.145,0.457,0.244,6.104,-43.213,44.739
0.108,0.316,0.286,3.296,-51.331,42.053
0.068,0.227,0.383,1.953,-59.570,43.213
0.014,0.221,0.453,6.531,-63.782,47.607
-0.034,0.222,0.466,12.817,-65.369,51.514
-0.076,0.187,0.517,19.897,-69.031,54.626
-0.115,0.197,0.617,28.503,-74.158,59.326
-0.155,0.303,0.664,42.358,-74.890,64.758
-0.193,0.727,0.743,55.237,-74.402,70.435
-0.187,1.004,0.832,52.246,-74.890,64.453
-0.164,0.847,0.926,34.058,-75.012,41.443
-0.148,0.651,0.969,16.296,-71.960,24.597
-0.159,0.495,0.866,12.512,-62.866,17.578
-0.173,0.431,0.750,18.860,-57.190,16.296
-0.198,0.448,0.721,25.208,-59.692,17.761
-0.214,0.494,0.724,31.433,-64.087,18.677
-0.229,0.513,0.733,38.330,-68.542,17.334
-0.251,0.562,0.797,41.992,-73.669,15.381
