aX,aY,aZ,gX,gY,gZ
-0.071,-0.414,1.018,31.433,-6.775,-71.167
-0.073,-0.422,1.020,33.020,-6.287,-68.054
-0.062,-0.396,1.022,33.081,-5.066,-65.002
-0.052,-0.388,1.029,30.823,-4.639,-62.866
-0.053,-0.423,1.025,28.198,-4.211,-61.584
-0.052,-0.444,1.005,25.818,-2.441,-59.875
-0.060,-0.461,1.003,24.902,-1.221,-57.434
-0.056,-0.446,1.011,24.109,-0.977,-55.115
-0.052,-0.435,0.980,21.851,0.244,-52.856
-0.051,-0.436,0.970,16.357,0.916,-51.575
-0.042,-0.436,0.979,11.169,1.953,-49.988
-0.042,-0.427,0.978,9.644,2.502,-47.729
-0.035,-0.375,0.982,10.437,2.686,-45.044
-0.031,-0.367,0.974,13.367,1.953,-43.762
-0.032,-0.398,0.978,13.977,1.160,-43.396
-0.033,-0.466,0.930,14.221,1.099,-42.175
-0.032,-0.527,0.905,15.686,0.427,-39.551
-0.033,-0.546,0.905,16.846,-0.977,-35.217
-0.035,-0.552,0.926,18.188,-2.441,-30.884
-0.037,-0.567,0.932,18.921,-2.380,-27.161
-0.034,-0.571,0.875,17.212,-1.587,-23.987
-0.041,-0.569,0.919,11.658,-3.906,-21.179
-0.054,-0.614,0.903,7.080,-3.296,-18.982
-0.070,-0.703,0.908,2.319,-2.869,-16.663
-0.083,-0.783,0.893,-0.977,-2.136,-12.451
-0.090,-0.832,0.870,-3.113,-1.770,-6.836
-0.087,-0.840,0.840,-5.737,-1.343,-1.038
-0.093,-0.851,0.842,-7.935,-2.625,4.639
-0.092,-0.896,0.852,-9.155,-4.150,10.864
-0.084,-0.871,0.888,-11.292,-5.310,18.677
-0.086,-0.818,0.969,-13.489,-6.226,26.611
-0.081,-0.779,0.990,-13.000,-4.883,33.386
-0.067,-0.715,0.989,-11.047,-2.930,39.551
-0.058,-0.666,1.001,-12.207,-2.014,44.189
-0.052,-0.605,1.016,-18.005,0.061,47.791
-0.057,-0.632,1.027,-22.034,1.892,49.622
-0.058,-0.644,1.039,-23.254,3.479,53.223
-0.060,-0.585,1.065,-22.705,4.639,58.228
-0.062,-0.529,1.035,-19.409,6.409,62.256
-0.068,-0.516,0.964,-16.296,8.362,65.063
-0.073,-0.484,0.959,-16.968,7.507,69.153
-0.080,-0.456,1.002,-18.066,5.554,73.242
-0.081,-0.447,1.007,-15.320,5.432,76.660
-0.086,-0.409,0.987,-11.414,5.371,80.383
-0.087,-0.353,0.972,-8.240,4.517,83.740
-0.084,-0.291,0.927,-7.874,4.150,85.388
-0.087,-0.292,0.900,-13.000,3.784,85.388
-0.109,-0.332,0.900,-24.170,3.906,85.938
-0.131,-0.313,0.950,-34.424,4.089,88.501
-0.143,-0.270,0.999,-37.537,4.211,91.675
-0.134,-0.213,0.960,-34.241,5.310,94.482
-0.136,-0.182,0.922,-29.175,2.441,96.558
-0.169,-0.184,0.954,-25.696,-4.272,97.900
-0.177,-0.169,0.947,-22.888,-5.249,100.342
-0.217,-0.144,0.943,-18.494,-5.188,103.333
-0.193,-0.081,1.040,-13.367,-3.784,105.164
-0.191,0.000,0.956,-8.850,3.235,108.093
-0.184,0.088,1.031,-10.315,1.282,107.971
-0.197,0.127,1.074,-13.367,3.052,106.018
-0.183,0.103,1.077,-18.433,11.353,102.905
-0.181,0.056,1.003,-21.545,19.531,101.257
-0.183,0.002,0.948,-24.658,22.156,100.647
-0.197,-0.040,0.902,-26.978,23.254,102.661
-0.208,-0.082,0.865,-28.503,23.682,106.995
-0.214,0.009,0.848,-27.222,21.912,113.464
-0.199,0.178,0.843,-23.499,18.311,117.126
-0.191,0.297,0.866,-20.752,13.916,115.967
-0.164,0.384,0.864,-21.179,12.390,110.474
-0.148,0.400,0.887,-25.635,10.620,102.905
-0.145,0.418,0.929,-30.273,8.789,96.436
-0.140,0.423,0.985,-32.349,7.812,90.454
-0.131,0.459,1.024,-32.227,9.338,86.365
-0.101,0.517,1.001,-28.198,13.123,82.764
-0.083,0.605,0.965,-23.376,14.893,79.407
-0.068,0.672,0.908,-19.409,15.198,74.280
-0.034,0.723,0.854,-16.479,14.954,68.604
-0.031,0.789,0.876,-15.991,11.475,63.232
-0.026,0.835,0.871,-14.954,8.240,56.702
-0.015,0.869,0.861,-11.963,5.676,49.622
-0.009,0.881,0.886,-9.277,2.258,42.297
-0.006,0.921,0.901,-7.385,0.061,35.156
-0.007,0.955,0.878,-4.517,-0.732,28.015
-0.010,0.975,0.877,-2.686,-2.319,20.630
-0.003,0.989,0.889,-3.113,-2.808,12.817
-0.024,1.008,0.962,-3.479,-5.066,5.615
-0.008,0.995,0.927,-0.732,-4.211,-1.709
-0.013,0.985,0.895,1.770,-4.761,-8.484
-0.025,0.974,0.860,3.418,-8.545,-15.991
-0.029,0.940,0.857,5.066,-12.756,-24.170
-0.039,0.883,0.858,6.531,-16.541,-31.799
-0.043,0.813,0.863,9.949,-19.470,-38.879
-0.047,0.762,0.878,14.404,-22.156,-44.800
-0.055,0.717,0.877,18.494,-24.292,-49.683
-0.059,0.677,0.851,20.264,-25.085,-54.382
-0.074,0.638,0.871,18.372,-26.550,-59.631
-0.096,0.596,0.917,13.855,-28.015,-65.063
-0.131,0.529,0.953,11.536,-27.222,-70.862
-0.155,0.471,0.964,11.780,-23.376,-75.806
-0.168,0.427,0.971,12.817,-19.226,-78.552
-0.169,0.387,0.983,15.076,-16.479,-81.055
-0.190,0.359,0.995,18.555,-15.503,-82.947
-0.184,0.324,0.973,22.644,-13.489,-83.679
-0.175,0.290,0.933,25.757,-9.949,-84.900
-0.172,0.250,0.931,26.306,-9.644,-86.060
-0.168,0.210,0.922,24.902,-8.362,-86.670
-0.172,0.164,0.931,24.475,-8.484,-87.463
-0.169,0.126,0.927,25.330,-8.484,-88.074
-0.172,0.113,0.946,26.428,-9.338,-88.684
-0.182,0.088,0.929,27.222,-8.972,-89.050
-0.193,0.041,0.930,27.039,-9.094,-89.844
-0.200,0.018,0.934,26.794,-9.216,-89.905
-0.200,-0.013,0.943,27.405,-9.155,-89.905
-0.200,-0.062,0.929,29.724,-9.460,-89.844
-0.192,-0.074,0.924,31.616,-9.460,-88.623
-0.187,-0.104,0.919,34.363,-10.193,-88.135
-0.181,-0.113,0.913,36.865,-10.681,-87.463
-0.180,-0.150,0.917,37.903,-11.353,-86.975

-0.185,-0.201,0.922,35.339,-11.292,-85.083
-0.185,-0.239,0.947,32.410,-10.925,-84.839
-0.186,-0.300,0.962,30.029,-10.254,-84.595
-0.183,-0.333,0.979,27.100,-8.606,-83.252
-0.171,-0.325,0.995,23.926,-6.775,-81.116
-0.161,-0.307,1.013,20.386,-4.883,-79.163
-0.136,-0.282,1.003,18.555,-2.625,-77.759
-0.120,-0.287,0.967,20.081,-1.099,-76.721
-0.111,-0.309,0.950,21.301,-0.793,-76.050
-0.095,-0.334,0.930,22.583,-1.099,-75.256
-0.086,-0.375,0.916,26.794,-2.319,-73.853
-0.095,-0.378,0.977,31.250,-4.822,-71.594
-0.092,-0.391,1.000,35.339,-5.005,-69.946
