aX,aY,aZ,gX,gY,gZ
0.147,-0.072,0.746,-4.578,-62.012,-9.216
0.132,-0.066,0.797,-5.554,-62.439,-10.376
0.103,-0.089,0.797,-4.395,-61.279,-10.986
0.071,-0.112,0.798,-3.174,-60.852,-10.437
0.048,-0.102,0.848,-2.869,-61.829,-9.827
0.026,-0.099,0.895,0.549,-62.805,-9.644
0.014,-0.117,0.922,6.714,-63.782,-10.498
0.003,-0.153,0.927,11.902,-64.087,-10.986
-0.003,-0.178,0.938,14.099,-63.416,-11.230
-0.015,-0.183,0.888,16.479,-62.012,-10.986
-0.024,-0.192,0.841,16.968,-61.707,-11.169
-0.046,-0.194,0.833,13.733,-62.256,-10.925
-0.061,-0.165,0.885,7.324,-63.599,-10.254
-0.082,-0.159,0.935,3.723,-64.575,-10.742
-0.114,-0.156,0.948,3.174,-65.308,-11.902
-0.130,-0.173,0.959,4.883,-67.078,-13.306
-0.143,-0.158,1.003,5.859,-69.763,-14.282
-0.161,-0.154,1.052,6.897,-71.167,-14.709
-0.182,-0.182,1.074,9.583,-69.519,-14.954
-0.206,-0.217,1.080,12.695,-67.322,-14.526
-0.224,-0.245,1.049,15.320,-64.270,-12.878
-0.232,-0.275,0.999,18.066,-61.523,-10.925
-0.239,-0.244,0.961,18.616,-60.181,-8.972
-0.239,-0.229,0.936,17.639,-60.181,-8.850
-0.242,-0.265,0.944,15.320,-60.059,-9.521
-0.251,-0.246,1.012,7.263,-59.448,-8.179
-0.258,-0.171,1.104,1.038,-59.387,-6.897
-0.262,-0.176,1.169,2.686,-60.059,-9.460
-0.276,-0.184,1.262,3.235,-60.120,-11.414
-0.282,-0.192,1.317,2.380,-56.519,-11.169
-0.303,-0.167,1.290,7.812,-52.917,-13.000
-0.298,-0.202,1.336,11.536,-49.805,-13.733
-0.313,-0.206,1.261,15.015,-46.265,-13.550
-0.310,-0.233,1.187,17.334,-41.870,-13.306
-0.316,-0.271,1.080,14.954,-39.978,-13.062
-0.322,-0.272,1.059,9.766,-40.894,-12.146
-0.331,-0.263,1.138,3.967,-44.800,-10.437
-0.353,-0.260,1.210,0.305,-46.448,-9.033
-0.361,-0.261,1.289,-1.160,-45.837,-8.240
-0.363,-0.280,1.329,-1.587,-43.518,-6.714
-0.361,-0.246,1.354,-3.784,-38.513,-3.784
-0.350,-0.221,1.371,-5.676,-34.241,-2.319
-0.355,-0.215,1.418,-6.226,-30.396,-1.953
-0.360,-0.219,1.486,-5.310,-27.954,-2.319
-0.367,-0.219,1.553,-3.052,-24.658,-2.319
-0.379,-0.228,1.572,-0.427,-20.020,-1.770
-0.390,-0.235,1.574,2.380,-14.832,-1.221
-0.394,-0.246,1.553,4.700,-9.766,-0.732
-0.397,-0.272,1.559,5.615,-5.981,0.000
-0.408,-0.276,1.564,4.639,-2.197,1.343
-0.416,-0.266,1.589,3.357,0.610,2.563
-0.422,-0.277,1.633,1.343,3.906,3.296
-0.430,-0.282,1.697,-1.404,8.057,4.150
-0.440,-0.292,1.764,-3.235,13.000,5.615
-0.453,-0.285,1.799,-2.502,19.287,6.958
-0.452,-0.304,1.791,1.465,26.489,7.812
-0.454,-0.319,1.726,7.019,33.264,9.155
-0.442,-0.257,1.645,9.949,39.795,11.292
-0.422,-0.239,1.590,11.353,44.373,11.230
-0.414,-0.257,1.536,10.254,48.889,10.864
-0.412,-0.262,1.520,7.751,53.284,11.597
-0.405,-0.282,1.490,8.606,56.519,12.268
-0.389,-0.292,1.418,11.597,60.547,13.123
-0.384,-0.291,1.331,13.367,64.087,14.587
-0.371,-0.268,1.249,13.489,66.711,15.686
-0.354,-0.266,1.204,13.550,67.871,16.174
-0.331,-0.240,1.174,11.963,68.970,16.968
-0.302,-0.244,1.116,11.536,70.801,16.724
-0.270,-0.232,1.051,11.902,72.266,16.479
-0.240,-0.203,0.974,11.902,72.571,16.785
-0.199,-0.192,0.930,10.254,72.327,16.357
-0.180,-0.207,0.921,7.141,71.655,15.625
-0.160,-0.215,0.939,3.418,71.472,15.869
-0.154,-0.232,0.962,3.540,71.655,15.991
-0.139,-0.219,0.941,6.592,72.205,16.479
-0.115,-0.214,0.890,10.376,73.242,16.357
-0.110,-0.229,0.827,10.620,74.524,15.930
-0.105,-0.249,0.787,7.019,75.317,16.113
-0.106,-0.262,0.797,3.296,74.219,16.357
-0.106,-0.237,0.832,1.282,72.266,16.785
-0.101,-0.253,0.820,3.174,70.190,16.479
-0.089,-0.273,0.827,4.639,69.031,16.296
-0.078,-0.260,0.828,4.578,68.420,17.395
-0.071,-0.272,0.812,5.249,68.420,17.761
-0.071,-0.307,0.801,6.653,68.176,18.311

-0.057,-0.320,0.809,8.118,68.054,20.691
-0.044,-0.286,0.776,8.057,69.763,22.949
-0.024,-0.260,0.728,7.385,70.435,24.170
-0.001,-0.292,0.681,7.568,69.641,23.865
0.003,-0.306,0.666,6.104,68.176,24.475
0.014,-0.298,0.675,6.165,65.430,25.635
0.029,-0.289,0.688,9.338,62.073,26.917
0.041,-0.296,0.658,14.893,59.753,28.198
0.057,-0.285,0.628,19.775,57.922,30.029
0.079,-0.242,0.610,22.461,56.458,32.410
0.101,-0.189,0.574,23.926,56.335,34.363
0.116,-0.152,0.520,24.353,56.946,35.400
0.134,-0.095,0.458,23.376,57.556,35.583
0.207,-0.056,0.356,23.560,58.350,33.081
0.238,-0.078,0.276,24.353,55.664,28.320
0.297,-0.119,0.089,23.010,55.115,25.696
0.341,-0.103,0.045,14.404,49.561,25.574
0.380,-0.032,0.047,4.517,40.405,25.635
0.430,0.019,0.025,0.793,32.288,23.804
0.470,0.022,0.033,-1.282,22.949,19.897
0.482,0.001,0.040,-4.578,14.282,16.846
0.497,0.001,0.102,-8.728,5.798,15.015
0.503,0.006,0.177,-10.376,-1.831,13.062
0.521,0.002,0.227,-9.216,-6.958,10.498
0.541,0.030,0.244,-8.301,-10.437,8.606
0.546,0.065,0.220,-6.714,-13.672,6.409
0.538,0.085,0.205,-7.507,-17.395,3.174
0.512,0.069,0.199,-11.047,-21.667,0.122
0.477,0.064,0.251,-16.296,-27.222,-2.380
0.446,0.024,0.284,-17.639,-33.569,-6.592
0.408,-0.021,0.335,-17.395,-39.856,-10.681
0.379,-0.030,0.410,-18.677,-46.082,-12.634
0.340,-0.050,0.459,-17.273,-50.964,-14.587
0.307,-0.104,0.512,-15.198,-55.542,-17.029
0.277,-0.123,0.569,-14.893,-58.594,-17.822
0.250,-0.114,0.613,-15.259,-60.486,-18.494
0.219,-0.153,0.623,-14.893,-61.401,-19.897
0.182,-0.193,0.654,-16.785,-62.988,-20.813
0.147,-0.195,0.707,-21.240,-63.965,-20.264
0.109,-0.201,0.754,-25.452,-64.270,-19.714
0.083,-0.191,0.814,-26.672,-65.308,-19.470
0.054,-0.227,0.830,-22.705,-66.223,-19.714
0.030,-0.263,0.826,-17.517,-66.895,-18.738
0.021,-0.220,0.846,-13.733,-68.542,-16.357
0.026,-0.177,0.859,-9.827,-69.641,-15.442
0.033,-0.156,0.886,-7.935,-69.885,-16.296
0.049,-0.125,0.887,-8.667,-68.176,-17.517
0.040,-0.097,0.879,-11.780,-65.796,-19.470
0.021,-0.118,0.859,-16.052,-63.354,-21.973
